concept_id,language_code,concept_international_description
133741464,hu,több akadémiai tudományág kombinálása egy aktivitássá
62192006,eu,"Sintesi-gasetik hidrokarburoak sintetizatzeko metodoa, karbono monoxidoaren katalizatzaile bidezko hidrogenazioan oinarritua. Sintesi-gasa harrikatzaren gasifikazioaren bidez lortu ohi da."
557433098,uk,"операційна система і платформа для мобільних телефонів та планшетних комп'ютерів, створена компанією Google на базі ядра Linux"
2776327929,lb,cheemesch Verbindung
2776742946,he,שפה
2781419993,an,compuesto quimico
2779321679,sq,komponim kimik
2777431650,eu,konposatu kimiko
54183767,pl,dziedzina medycyny zajmująca się schorzeniami wieku podeszłego
3018237090,ru,введение жидкостей в венозный сосуд
129174363,en,gaseous state of the element hydrogen kept under pressure
2993922820,be,хімічнае злучэнне
2780352964,fi,kemiallinen yhdiste
155058782,fi,Aineen magneettinen ominaisuus
12958728,zh,统计方法
159456220,uk,"Практика максимізації ефективності, дієвості й привабливості освіти та інших пов'язаних з цим аспектів навчання для школярів і студентів"
3007834351,bs,virus koji je izazvao epidemiju akutne respiratorne bolesti COVID-19
108713360,vi,"Hệ thống tổ chức, con người, hoạt động, thông tin và nguồn lực di chuyển sản phẩm"
2778409550,fr,forme agravée des nausées de la grossesse
2777837344,lv,ķīmisks savienojums
2780007028,ca,"Estretor anormal d'un vas sanguini, d'un organ o d'una estructura."
32211213,ca,unitat del SI per a la resistència elèctrica
2993857385,pl,strona ujednoznaczniająca w projekcie Wikimedia
94081185,ca,cos celeste constituït per gel i roques que orbita en el sistema solar
3020110719,kn,ದ್ವಂದ್ವ ನಿವಾರಣೆ
2992712416,gl,páxina de homónimos de Wikimedia
3020166492,de,akuter Verschluss von Arterien zum oder im Gehirn mit Absterben von Gehirnzellen
2776423551,la,compositum chemicum
2992853004,id,spesies rusa
2987006973,it,operazione di inserimento di dati in una base dati informatizzata
2777962870,en,"matter of Earth's oceanic crust, consisting of rocks rich in magnesium silicate minerals"
2991948145,an,pachina de desambigación
2780639701,nl,digitale foto's via internet online plaatsen en delen
2778979354,lb,cheemesch Verbindung
2778815084,ca,espècie de mamífer
109792285,udm,"метрлэн 0,001 люкетэзлы"
2993621735,en,amorphous solid that exhibits a glass transition when heated towards the liquid state
65871279,en,Wikimedia disambiguation page
50442881,de,Protein
61727976,hi,अन्य जीनों में जीन उत्परिवर्तन के फेनोटाइपिक म्यूटेशन की निर्भरता
2780714494,nb,bløtdyrslekt
2780588981,mk,хемиско соединение
2779788071,bn,রাসায়নিক যৌগ
2781140480,es,piel que recubre y protege el glande del pene
90327742,en,loss of signal transmission power when devices are connected to a transmission line
2779939298,de,Gen der Spezies Homo sapiens
2776553905,fr,contrat entre l'État et un prestataire privé
110875604,da,globalt computernetværk
2779329722,nb,art av rundormer
2776641247,es,compuesto químico
2779167645,en,type of organic compound in which two adjacent atoms can be depicted as being connected by both a covalent and an ionic bond in a resonance hybrid
2777209535,en,protein-coding gene in the species Homo sapiens
2778512508,hy,բույսերի տեսակ
2776724271,lv,ķīmisks savienojums
2779914569,it,aggregato di germi
2776432619,ast,compuestu químicu
206412730,srn,gen fu a sortu Homo sapiens
2777125575,fr,formule mélodique et harmonique qui ponctue un morceau ou une phrase musicale
2994117223,fr,organisation qui organise la pratique commune d'une religion
2991746925,en,"damaging, gradual removal or deformation of material at solid surfaces"
170350167,tg-latn,gurühi Vikimedia
2776260442,zh-hk,化合物
80191262,an,pachina de desambigación
2993040645,fi,fysiikan osa-alue
2779854550,ast,compuestu químicu
2984820357,es,venta de bienes y servicios al consumidor final
2780734062,ast,xéneru d'arácnidos
2778524551,uk,хімічна сполука
2778073123,fy,gemyske ferbining
108757681,ca,cas especial de N-grama quan n és 2
2777496521,de,Wikimedia-Begriffsklärungsseite
2777795018,en,species of apicomplexan parasitic alveolate
2780817299,tt,тел
2778596372,it,sistema di organi dell'orecchio interno
2776689207,sv,Genen från arten Homo sapiens
2778523797,es,especie de planta
2910001868,bn,২৭টি রাষ্ট্রের ইউনিয়ন অধিকাংশই ইউরোপে অবস্থিত
2777476445,be-tarask,хімічнае злучэньне
3018003528,he,נהר
9593695,de,Fachsprache
2991693576,el,"επιστήμη και τέχνη που ασχολείται με την έρευνα και την εφαρμογή μεθόδων και τεχνικών για την πρόληψη, τη διάγνωση και τη θεραπεία των ασθενειών του ανθρώπου"
67320510,ru,атмосферный вихрь с высоким давлением в центре
2778930706,en,Human disease
165107724,pt,conjunto das zonas marítimas que não se encontram sob jurisdição de nenhum estado.
2780798337,tr,"baklagiller (Fabaceae) familyasından, 2000 kadar türü buluna otsu ve küçük çalıların ortak adı"
43971567,si,විකිමීඩියා ලැයිස්තු ලිපිය
2908559767,es,hongo que se encuentra tanto al aire libre como en lugares húmedos y con baja luminosidad
2779484449,pt,composto químico
2776396718,an,compuesto quimico
2781275083,nb,art av strålefinnefisker
3017516378,ru,географический регион России
64694042,en,topological space equipped with a principal bundle with the property that any principal bundle (with the same fiber group) over a paracompact manifold is isomorphic to a pullback of the principal bundle over this topological space
96199812,ru,термин в психологии
2779716603,hy,քիմիական միացություն
104663316,ar,جزء من الطيف الكهرومغناطيسي المرئي للعين البشرية
2776653109,id,genus mamalia
2781026528,zh,炎症类型
2985434377,sv,samlingsnamn för olika typer av trådlösa lokala datornätverk
2777056410,zh-hk,化合物
157307466,id,sumber cahaya artifisial
2778205207,uk,рід грибів
2776071005,it,tipo di politica monetaria
2780423959,ia,composito chimic
153081606,ru,утверждение о симметричности взаимодействия потоков и взаимодействий
2780063094,fr,zone d'interface entre un corps et le fluide environnant
2777150068,it,"malattia genetica rara dei perossisomi, organelli intracellulari contenenti vari enzimi utili per la β-ossidazione"
2776705579,sv,Wikimedia-listartikel
2909762588,zh,化合物
16443162,ta,இன்றைய கல்வி நுட்பங்கள்
2780319001,de,auf eine bestimmte Dauer ausgelegte Vertiefung erworbener oder noch zu erwerbender Kenntnisse in praktischer Anwendung
2776164570,nl,chemische verbinding
114246631,en,"any substance, radionuclide, or radiation that promotes carcinogenesis, the formation of cancer"
2776176469,zh-hans,维基媒体消歧义页
2992522853,es,"Tercera vía que se agrega a la tradicional dicotomía entre sector privado con fin de lucro y sector público, y que reúne a asociaciones, fundaciones, organizaciones no gubernamentales, y organizaciones religiosas"
2909263062,bg,вид птица
2779652233,be-tarask,група галяктык
3020326648,cs,zánětlivé onemocnění kloubů
2909916031,id,senyawa kimia
2777106239,mos,kẽem-bi-pugla
2776460118,nn,kjemisk sambinding
2776271655,af,chemiese verbinding
43867161,de,Periodisch veränderliche Aktivität der Sonneflecken
2778717003,nn,kjemisk sambinding
3019229754,id,hormon replacement therapy
2780910873,hu,aminosav karbonsav vegyület
2776134090,it,composto chimico
103753734,nb,elektronisk element
151011524,zh-hant,國際單位制基本長度單位
146786541,ja,各辺の長さと全ての内角がそれぞれ等しい3角形
2780799628,nl,chemische verbinding
2994426959,zh,器官
2911010140,it,arteria
2779555806,ast,compuestu químicu
522133331,fr,famille de systèmes d'exploitation produits pour les machines Macintosh d'Apple
2909259495,es,tipo de medicamento
2779710374,ms,Laman nyahkekaburan
2988323515,lb,ostasiatesch Sprooch
2777795971,nb,vingede insekter
2776203871,th,สารประกอบทางเคมี
2778219899,en,chemical compounds decreasing the corrosion rate of a metal
2778257484,it,è una delle abilità visive.
2779973846,bg,Уикимедия списък
26687426,ru,изменения осадочных и магматических горных пород
2776034682,el,"στη βοτανική, τύπος καρπού με σαρκώδες περικάρπιο, το οποίο περιέχει ένα ή περισσότερα σπέρματα"
512968161,de,chemisches Element mit dem Symbol H und der Ordnungszahl 1
2775895354,en-gb,chemical compound
2993546093,nl,dode lichaam of resten van een mens of dier
129642508,nl,gen van de soort Homo sapiens
2908599710,nb,Wikimedia-pekerside
172173386,de,"Familie von drahtgebundenen Computernetzwerk-Technologien, die in lokalen Rechnernetzen (LAN), Metropolitan Area Networks (MAN) und Wide Area Networks (WAN) verwendet werden"
2777619642,is,aðgreiningarsíða á Wikipediu
2778827360,zh-cn,化合物
2779121111,nb,person som arbeider med astronomi
2776982972,an,compuesto quimico
2909980255,nn,organ som fester fosteret til livmorveggen
109950114,de,Rekonstruktion
2778036281,bn,রাসায়নিক যৌগ
2780906345,eu,"Meloidoen familiako intsektuek, eta bereziki errauliak, jariatzen duten konposatu organiko eresumingarri eta toxikoa. Diluituta, dermatologian erabiltzen zen batzuetan (garatxoen tratamenduan, esaterako)."
2781186586,de,Krankheit
2910591924,es,compuesto químico
2781462825,de-ch,chemische Verbindung
54089160,ru,"отрасль энергетики, включающая в себя производство, передачу и сбыт электроэнергии"
2776988050,zh-cn,化合物
527588094,it,studio della cultura bizantina
2775859393,nn,kjemisk sambinding
2777589315,sv,Genen från arten Homo sapiens
125555471,srn,gen fu a sortu Homo sapiens
2780924660,hu,egyértelműsítő lap
199528912,en,"protrusion of a cell, associated with movements of the protoplasm, and serving for locomotion and feeding"
2983643213,fa,یک صفحهٔ ابهام‌زدایی ویکی‌مدیا
187651312,bg,държава в Африка
2994203641,en,study of flow properties of blood and its elements of plasma and cells
2909974199,be,старонка неадназначнасці ў праекце Вікімедыя
2993184202,hu,"a macskafélék családjába tartozó, háziasított emlősalfaj"
2781248740,en-gb,chemical compound
10689553,ast,páxina de dixebra de Wikimedia
2780504277,io,genero di moluski
203895544,es,fracción
2777938546,myv,"Гоминидэнь семиястонть вид, кона эри неень шкасто"
2776005033,en,disease caused by infectious agents transmitted by tick bites
2779276979,nl,"waterbouwkundig kunstwerk om de waterspiegel in een loop, beek of rivier te beïnvloeden"
2779743861,he,תרכובת
2777942826,tg,саҳифаи маъноҳои Викимедиа
3017433307,ru,поясничные поэвонки
2779754636,zh-hant,化合物
2987650672,ru,юридическое понятие
2780068710,cs,čeleď rostlin
2983946233,ckb,ڕوونکردنەوە
61673122,zh,用于构建本体的形式语言
2781164504,pl,związek chemiczny
96345733,zh-mo,維基媒體列表條目
2992586968,af,organisasie vir 'n kollektiewe voordeel bedryf
2780606454,el,σελίδα αποσαφήνισης εγχειρημάτων Wikimedia
2993605384,ml,മണ്ണില്‍ ചേര്‍ക്കുന്ന വസ്തു
2984360240,sco,veesual representation o an aurie
2779765676,sk,chemická zlúčenina
3019164498,yue,維基媒體搞清楚版
2778120723,pt,página de desambiguação da Wikimedia
3017609107,ar,عضو في القوات المسلحة
2775862738,en,solid (crystalline) phase of electrons
2778623314,la,compositum chemicum
2909086917,de,"organische Verbindung, Arzneimittel"
2986342778,de,Teilgebiet der Informatik
2776780712,zh,化合物
3017811039,ca,vessament de sang dels vasos sanguinis
2778862431,sq,komponim kimik
2776977132,nl,orde uit de klasse Florideophyceae
2992398822,cs,povinnost vymahatelná zákonem
2778882853,fr,minéral
48939323,tg-latn,sahifai ibhomzudoi
70749424,vi,hành vi tình dục với động vật không phải con người
2987321033,de,mathematisches Verfahren
98951983,ml,വിക്കിപീഡിയ വിവക്ഷ താൾ
2780761069,de,chemische Verbindung
2777411053,gl,composto químico
2778422312,fr,minéral: sulfure d'antimoine
534859617,fr,genre télévisuel fantasy
2988881298,nn,Wikimedia-fleirtydingsside
120806208,pt,Ruptura na crosta de um objeto de massa planetária
2779433908,ar,خسارة البصر العابرة
2777877281,eu,"Emakumezkoetan, sexu-harremanetan atsegin hartzeko eta batez ere orgasmora iristeko ezintasuna"
2775868237,mk,хемиско соединение
2779650520,nl,chemische verbinding
121332964,nb,studiet av materie og bevegelser
56005371,nl,"een RISC-processorarchitectuur gemaakt door de Apple-IBM-Motorola alliantie van 1991, beter bekend als de AIM"
2780450397,gl,composto químico
98960154,zh-tw,維基媒體消歧義頁
2780980600,nl,chemische verbinding
2776866176,sq,sajda tallushi
2778139064,arz,جنس من الثدييات
2779921683,nn,kjemisk sambinding
2776844852,ckb,پەڕەی ڕوونکردنەوەی ویکیمیدیا
2993475605,sw,ukarasa wa maana wa Wikimedia
2779220451,vi,X quang dùng để kiểm tra ống tiêu hóa xem có bất thường
2777824588,da,kemisk forbindelse
2780038584,tr,kuş takımı
2779175743,pt,éspecie de macaco
2776414213,en,amino acid
2778895813,et,keemiline ühend
2777535023,ru,род насекомых
2781418897,uk,хімічна сполука
2993199152,hy,քիմիական միացություն
2779813244,ar,نوع خلية
2780361556,pl,związek chemiczny
2991693576,ko,질병의 진료와 치료를 목적으로 하는 학문
2776432619,lb,cheemesch Verbindung
2910876585,he,קבוצת חלבונים הנושאים חמצן לרקמות
17601614,it,conoscenza del sistema linguistico che il parlante nativo di una lingua possiede
2988224531,en-gb,Wikimedia disambiguation page
2778575864,de-ch,chemische Verbindung
2780331096,en,process of building computer models of energy systems in order to analyze them
311688,de,Zeitaufwand eines Algorithmus
2780250286,sq,lloj i bimëve
2777655698,mr,निःसंदिग्धीकरण पाने
2778612514,lb,cheemesch Verbindung
2991818862,de,Krankheit
2983523559,ko,위키미디어 동음이의어 문서
2909982947,en-ca,Wikimedia disambiguation page
2778400880,cy,enw personol gwrywaidd
2778473333,en-gb,chemical compound
2778506040,bg,семейство насекоми
186295008,id,pergerakan masa batuan atau tanah
2781087876,he,מין של צמח
2910179533,zh,疗法
2779591118,zh-tw,化合物
2993795611,lv,mīkstas un brūnas akmeņogles
3020703477,ml,സ്ത്രീയുടെ ആർത്തവ പ്രക്രിയ നിലയ്ക്കുന്ന ഘട്ടം
2993494253,or,ବହୁବିକଳ୍ପ ପୃଷ୍ଠା
2780925461,zh-hk,化合物
2776286485,pt-br,composto químico
2993388676,pt-br,Câncer do sistema reprodutor masculino localizado na próstata.
2993546093,es,cuerpo muerto de un ser que ha estado vivo
89720835,fr,fonctionnalité logicielle
58041660,sd,يهودين کي فلسطين ۾ آباد ڪرڻ جي حمايت لاءِ يهودي قومپرست هلچل
2780787237,eo,kemia kombinaĵo
113541313,de,Schicht von Lockersedimenten
104615370,cy,genyn codio-protien yn y rhywogaeth Homo sapiens
2778957607,cs,druh hmyzu
2781178838,uk,рід рослин
2992397963,ru,"организмы, получающие энергию при отсутствии доступа кислорода"
164554305,cs,serverový software umožňující tvorbu a běh vzdáleně dostupných aplikací
2779758228,nn,underklasse av virus
201903717,es,tipo de estudio longitudinal
2984546109,ar,صفحة توضيح لويكيميديا
2776717531,en,quality of greatness
2778905298,de,chemische Verbindung
2781088518,en,rare cancer of the nasal cavity
554579003,en,application software to help people involved in a common task achieve goals
3018486270,ro,pagină de dezambiguizare Wikimedia
95312477,kn,ನಿರ್ವಾತ ಕೊಳವೆಗಳಲ್ಲಿ ವೀಕ್ಷಿಸಿದ ಎಲೆಕ್ಟ್ರಾನ್ಗಳ ಸ್ಟ್ರೀಮ್
521822307,es,práctica en la cual el individuo entrena la mente o induce un modo de conciencia
2777854368,bn,রাসায়নিক যৌগ
2993183510,bs,hemijski element sa simbolom O i atomskim brojem 8
2776046275,nb,algeslekt
40745267,vi,Bức xạ được phát ra từ các hố đen
2776809771,fr,composé chimique
2983946233,en,Wikimedia disambiguation page
2780276452,fr,médicament
142354902,sq,gjen i llojit Homo Sapiens
2779912968,sq,komponim kimik
2779227622,en,chemical compound
2779072430,bn,রাসায়নিক যৌগ
2778308172,fr,composé chimique
27518888,fr,science qui étudie le développement et l'application des systèmes d'information et de la communication dans les entreprises
2777832143,de,Nerven-Muskeldurchgang palmar des Handgelenks
3019635856,ca,pàgina de desambiguació de Wikimedia
2992906220,fi,"ilmakehässä oleva säteily, joka on peräisin kosmisesta säteilystä sekä maaperästä"
2780583484,de,Beschreibstoff auf Pflanzenbasis; Vorläufer des Papiers
134093067,hy,Վիքիմեդիայի նախագծի բազմիմաստության փարատման էջ
2776129789,is,Kosningar til embættis forseta
2776304953,ml,രാസസം‌യുക്തം
3017857402,fr,positionnement idéologique
2779809032,eo,kemia kombinaĵo
2776917638,he,תרכובת
2777228702,ml,രാസസം‌യുക്തം
2777236700,ja,動物の骨のひとつ
2993918154,es,"condición de quien presenta deficiencias físicas, mentales, intelectuales o sensoriales"
2992561905,af,"Animalia, een van vyf (of soms ses) biologiese koninkryke"
2778926719,ar,جنس من بدائيات النوى
119823426,gl,deseño de planos técnicos con computador
2991795897,vi,trang định hướng Wikimedia
2778597550,et,keemiline ühend
165998758,lb,Wikimedia-Homonymiesäit
2777338454,es,compuesto químico
9986523,es,funciones que forman un importante paso en la formalización de la noción de computabilidad
2776769606,et,seente perekond
2992520659,fi,"menetelmä yhdisteiden eristämiseksi, puhdistamiseksi ja määrittämiseksi"
2780021418,it,composto chimico
2779149875,oc,component quimic
2992884035,sv,grensida
2911049916,it,attività sessuale praticata usando dispositivi che limitano il contatto fisico
2779845534,nl,soort uit het geslacht Ascaris
158355884,uk,"електромагнітне випромінювання з довжиною хвилі, більшою, ніж у видимого світла, і меншою, ніж у мікрохвильового випромінювання"
2988323515,nqo,ߊߖ߭ߌ߫ ߕߟߋ߬ߓߐ߬ ߞߊ߲
2992216677,hy,"Մի երկիր, որը գտնվում է Եվրոպայում"
3020759390,an,pachina de desambigación
2779010840,mt,ftehim espress fil-qafas tal-liġi internazzjonali bejn għadd ta' atturi fil-liġi internazzjonali
2781456945,zh,收款凭证
2779533435,cs,onemocnění
2779094378,cs,chemická sloučenina
2779140988,bn,মাছের গণ
2777062324,sw,ukarasa wa maana wa Wikimedia
171170018,en,"natural phenomenon in which two or more distasteful species, that may or may not be closely related and share one or more common predators, have come to mimic each other's warning signals"
2779136216,af,chemiese verbinding
517481932,cs,operační systém z rodiny unixových systémů
2780128776,de,"zwanghaftes Verhalten, Gegenstände zu horten"
2778450494,en-ca,chemical compound
194279344,uk,"психологічний термін, що означає схильність людини відкладати неприємні завдання на потім"
18020424,en,system to maintain vehicle trajectory in lieu of direct operator command
2989245161,hy,Վիքիմեդիայի նախագծի բազմիմաստության փարատման էջ
2781017270,an,compuesto quimico
2983805867,fr,"composant électronique, basé sur un semi-conducteur, reproduisant une, ou plusieurs, fonction(s) électronique(s) plus ou moins complexe(s)"
2992567890,de,Lebensmittel aus der ökologischen Landwirtschaft
2991752561,de,Wikimedia-Begriffsklärungsseite
505241676,da,grundstof med atomnummer 17
2777701204,en,awareness of the phonological (sound) structure of words
132651083,sv,"ökning av medeltemperatur i Jordens atmosfär och oceaner pågående sedan sent 1800-talet, och dess förmodade fortsättning"
2777921878,af,chemiese verbinding
2781356878,arz,نوع من النباتات
158355884,ca,"tipus de radiació electromagnètica i tèrmica, de major longitud d'ona que la llum visible, però menor que la de les microones"
2779730486,ia,composito chimic
40162229,ky,1946-1949-жж жарандык согушта Кытайдын коммунисттик партиясы женип чыккан Гоминьдандын жана Чан Кайшинин. женилиши бир нече себептер ге байланыштуу
2779877776,de,chemische Verbindung
2781255694,ko,유라시아와 북아메리카에 서식하는 대형 개과 동물
3018239782,en,cartilage of spine
107038475,en,part of the United States national accounts
2776090920,la,compositum chemicum
3017724717,de-at,"Dienst, der bei medizinischen Notfällen rasch und sachgerecht hilft Leben rettet"
207865475,it,tipo cellulare del tessuto connettivo
2984450481,da,"Medicinsk udstyr, implantater, proteser"
2908669727,ru,личинка некоторых видов амбистох
176019070,fi,seksuaalinen suuntautuminen
2776024538,af,chemiese verbinding
2776341189,en,"abnormal connection between two epithelialized surfaces, often organs"
51456166,ru,организм
2780668135,lb,Wikimedia-Homonymiesäit
2994443828,tr,canlılarda hastalıklara karşı koruma sağlayan biyolojik savunma sistemi bütünü
2778937882,nn,eksokrin kjertel som skil ut spytt
559553711,it,azione condivisa di più agenti per il perseguimento di uno scopo
2781369401,it,gene umano
126116589,da,videnskabelige lære om svampe
2994197053,id,halaman disambiguasi Wikimedia
186379835,hu,hosszúság egység
2777683982,gl,composto químico
44038986,mk,хемиско соединение
2986611964,de,"Förderanlage, bei der das Fördergurt auf einem umlaufenden Band transportiert wird"
2779105887,hu,"szociológiai, demográfiai kategória"
2776460251,ast,compuestu químicu
3018069271,bs,biološka molekula koja se sastoji od lanaca aminokiselinskih ostataka
2779567708,en,"substance found within other substances, although not allowed for legal or other reasons"
2991680293,id,"Kegiatan pemanfaatan sumber daya hayati yang dilakukan manusia untuk menghasilkan bahan pangan, bahan baku industri, atau sumber energi, serta untuk mengelola lingkungan hidupnya"
2982948194,it,genere di gioco
7821365,sv,Genen från arten Homo sapiens
2909602699,cs,metropolitní hrabství v Anglii
512968161,nn,grunnstoff med kjemisk symbol H og atomnummer 1
133599803,en,transmission line in radio antennas
2777289494,sq,lloj i bimëve
143590824,ja,生態学においての、生物群集やそれらをとりまく環境をある程度閉じた系であると見なしたときの呼称
2778079118,nn,kjemisk sambinding
2779036879,ast,xéneru de plantes
2779496979,mk,хемиско соединение
175461058,pl,strona ujednoznaczniająca w projekcie Wikimedia
2911032709,bg,химично съединение
2777032962,da,kemisk forbindelse
2780603156,sk,chemická zlúčenina
2779089960,he,תרכובת
2778939294,eu,"Hormigoian landatutako ziri edo buloia, egitura edo makina bat zimenduan finkatzeko, segurtatzeko edo sostengatzeko erabiltzen dena; burua zementuan sartuta edukitzen du, eta zati kiribildua kanporantz ateratzen da egiturari edo makinari lotzeko."
163765913,en,speech expressing things other people have said without quoting
2777432744,he,רגש של השתתפות בסבל הזולת ורצון לעזור לו.
2992231472,ca,"esdeveniment catastròfic a nivell ecològic, causat per l'activitat humana"
84613547,en-ca,Wikimedia disambiguation page
2778488947,zh-cn,维基媒体消歧义页
2777570176,ro,compus chimic
2779504336,de,Gattung der Familie Krallenaffen (Callitrichidae)
2780687703,en,species of seaweed
2777482282,id,senyawa kimia
2776549161,eo,kemia kombinaĵo
3018223157,tt-cyrl,Мәгънәләр бите Викимедиа проектында
13223952,de,optisches Gerät
15476841,fr,outil de mesure
2986265897,fr,anatomie d'un être humain
2986427349,fr,littoral maritime
80315684,sv,protein
3019007443,de,Modellierung von digitalen 3D-Modellen mittels spezieller Software
2778401398,it,enzima
2777586403,fr,élément recourbé
200965112,ca,llit o la llera dels rius en regions càlides i àrides
124392266,af,chemiese verbinding
120876096,de,Periode in der Menschheitsgeschichte
2778768067,gl,especie de insecto
2777748223,en-gb,chemical compound
2776181106,fi,kemiallinen yhdiste
2778892158,oc,pagina d'omonimia
2992722733,en,theatre building used for opera performances
2776918365,id,senyawa kimia
2779815518,nl,geslacht uit de onderfamilie groefkopadders
2780477052,en-ca,chemical compound
2776599710,fr,sert à mesurer l'acuité visuelle
2909786458,be-tarask,хімічнае злучэньне
101544691,de,Protein
2780086105,pl,każdy produkt pochodzący z leśnictwa
2994218515,it,pagina di disambiguazione di un progetto Wikimedia
2910772780,hu,anion
2776474206,ast,xéneru d'inseutos
2779736970,eo,anatomia strukturo en okulo
2779128174,ro,specie de plante
2993092447,tg-latn,sahifai ibhomzudoi
46699223,en,system of glands of an organism that secrete hormones directly into the circulatory system to be carried towards distant target organs
2779951007,fi,elimistön häiriötila
2776853612,en,species of insect
2780661987,fr,produit accélérant le transit intestinal
2993838110,ko,의학에 대한 내용을 연구하는 대학
2776270601,ar,فصيلة من  الفيروسات
2992779976,vi,các bệnh đối với hệ hô hấp
2778756162,nl,soort uit het geslacht Stafylokokken
2776648616,ar,مركب كيميائي
2780656570,yue,化合物
194541083,pl,obejście napotkanego problemu lub ograniczenia
2779642036,ru,химическое соединение
2985733770,en-gb,Wikimedia disambiguation page
2780069950,it,specie di pianta della famiglia Solanaceae
2988608701,zh,維基媒體消歧義頁
2776061638,eu,konposatu kimiko
2778400546,eo,kemia kombinaĵo
2780797203,nb,kjemisk forbindelse
2778059366,pl,"związek chemiczny, lek"
3020454867,mk,појаснителна страница
2987930846,pt-br,aparelho de comunicação por ondas eletromagnéticas que permite a transmissão bidirecional de voz e dados
2910010224,fa,یک صفحهٔ ابهام‌زدایی ویکی‌مدیا
3020452639,fr,partie de la médecine dans le cadre des enquêtes réglementaires
2777760704,or,ଓଷ୍ଟିଓସାର୍କୋମା/ ଓଏସ ମାନବ ଦେହରେ ହେଉଥିବା ହାଡ଼ର ଏକ ପ୍ରକାର କର୍କଟ ରୋଗର ନାମ |
2779961238,en,Structural disorder of the hip
17825722,ar,سطحٌ مُنبسط ثنائي الأبعاد
61980418,ms,titik atau kawasan pada permukaan Bumi
2780797203,be-tarask,хімічнае злучэньне
17743292,ar,تخطيط السمع
3017397327,tr,Tıbbi bir olgu veya özelliğe ilişkin göstergeler
9982957,id,material biologis yang memiliki risiko berbahaya bagi kesehatan makhluk hidup
2776911728,de,Tugend
2780911369,nb,pattedyrslekt
2993199152,af,chemiese verbinding
2780451601,nb,orden av placentale pattedyr
192562157,de,figurativ anstatt einer Aussage oder Unterstellung vorgebrachte Frage
2779953769,zh-mo,化合物
65778772,de,statistisches Konzept
2781352967,ast,compuestu químicu
41282006,en,document type
2777151259,bg,разред насекоми
2777708924,sv,etisk teori
2780261098,de-ch,chemische Verbindung
2778268778,th,สปีชีส์ของพืช
2992641837,de-ch,chemische Verbindung
186673887,pt-br,empresa em que a responsabilidade dos membros ou assinantes da empresa é limitada
2777669559,de-ch,chemische Verbindung
2778562268,he,תרכובת
2777914855,mk,хемиско соединение
85890633,en,development model created after a study of data collected from organizations that contracted with the U.S. Department of Defense
499713411,hu,"kémiai elem, rendszáma 84, vegyjele Po. Három eleme polónium-oxidnak polónium-monoxid polónium-trioxid"
2779004935,sq,lloj i bimëve
3020689752,tr,"uyuşturucuların ekimi, üretimi, dağıtımı ve satışına dayalı küresel bir kara piyasa"
2780183148,ia,composito chimic
2993083706,es,herramienta para realizar operaciones quirúrgicas
527038400,pt-br,elemento químico com número atômico 90
153349607,sq,"Rrugetimi i arteve pamore (fokusuar te piktura, skulptura dhe arkitektura)"
2778802184,lb,cheemesch Verbindung
2989555556,ja,特定の金属や化合物などの物質を非常に低い温度へ冷却したときに、電気抵抗が急激にゼロになる現象
172338258,fr,étoile variable pulsante
68365596,es,área del derecho
2779338040,fr,composé chimique
3020610715,ru,область деятельности и знаний о лечении болезней
2778157309,fi,Metalliesineiden valmistus- tai korjailupaikka
2994325236,pl,"zespół czynności stosowanych u poszkodowanego, u którego wystąpiło podejrzenie nagłego zatrzymania krążenia"
2778864100,eu,Odolean ohikoa baino sodio-kontzentrazio handiagoa izatea
2779556047,en,"Molecule with three connected cyclohexane rings arranged in the ""armchair"" configuration"
88463610,fr,branche de l'ingénierie dédiée à la production agricole
2779613421,pl,zespół zaburzeń immunologicznych w przebiegu przewlekłych chorób zapalnych
2779164789,zh-sg,化合物
2779417484,br,yezh programmiñ
2910260750,es,compuesto químico
2778899366,pl,związek chemiczny
2778860571,be-tarask,хімічнае злучэньне
2992612168,pt,"comportamento humano com motivação sexual, incluindo relações sexuais"
2992995325,el,σελίδα αποσαφήνισης εγχειρημάτων Wikimedia
2779841796,zh-sg,化合物
165087160,fr,règle consistant à choisir son conjoint à l'intérieur de son propre groupe social
2778750513,ru,род вирусов
2778829106,de,Gattung der Familie der Amaryllisgewächse (Amaryllidaceae)
2780476401,ca,gènere de plantes
2778744836,zh-hans,化合物
5594486,en,"physical quantity, the rate of change of angular position, and if regarded as a vector, the direction is the axis of rotation"
2779057376,es,página de desambiguación de Wikimedia
2776678281,nl,chemische verbinding
2777858289,oc,component quimic
2776490000,en,Growth medium
68989474,bn,পৃথিবী তার কেন্দ্রাভিমুখে উপরস্থ সকল বস্তুকে যে বলে আকর্ষণ করে সেই বল
2779120887,de,Verbform
2910238305,sv,grensida
2778447961,ru,род дрожжей
2778529468,en,wood panel product made from solid-sawn lumber
2778148616,pt-br,tipo celular
121332964,sk,"exaktná prírodná veda, ktorá sa zaoberá skúmaním zákonov prírody a jej štruktúry"
2779865098,ast,familia d'arañes
2780912031,da,kemisk forbindelse
2776171072,en-gb,chemical compound
2777529286,es,SYNVISC
3018392663,cs,základní jednotka zvukové stránky řeči
3020590458,it,lipidi derivati dagli steroli
2779403450,he,התגבשות מינרלים בדרכי השתן
2779115727,scn,cumpostu chìmicu
